,index,Unnamed: 0,BlockNameBegin,BlockNameEnd,BlockNS,BlockEW,Time,NeighborhoodWatchSigns,WeCallPolice,TresspassingSign,DogSign,AlarmSystem, ForRent,ForSale,FallenTree,Construction,VacantLots,IllegalDumping,BoardedUp,NoSolicitation,Notes,Date,Surveyor,OfficialBoolean,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Latitude,Longitude,beat_number,ward_number,census_tract,CrimeCount (per beat)
365,365,365,Belmont/Knox,Knox/Barry,3100 N,4600 W,13:29,0,0,0,0,1,0,0,0,1,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.98546074,-87.75247872,1621,39,120200,305
366,366,366,Keating/Barry,Barry/Cicero,3000 N,4700 W,13:36,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/30/2015,Stacy/Forest,TRUE,,,,,,41.937159,-87.745834,2521,31,190100,1284
367,367,367,Long/Carmen,Long/Foster,5050 N,5410 W,11:01,0,1,1,0,1,0,3,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.98928247,-87.75446708,1621,39,120200,305
368,368,368,Winona/Lockwood,Winnemac/Lockwood,5110 N,5300 W ,11:09,0,2,0,0,1,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.98562017,-87.74605751,1711,39,120300,614
369,369,369,Argyle/Lockwood ,Argyle/ Laramie,4950 N ,5300 W ,11:14,0,1,0,0,1,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.98522161,-87.74076998,1711,39,120300,614
370,370,370,Argyle/Laramie,Laramie/Strong,4960 N ,5200 W ,11:17,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99025229,-87.74228893,1711,39,120300,614
371,371,371,Lavergne/Carmen,Lavergne/Winoa,5100 N,5000 W,11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99368432,-87.73735567,1711,39,120300,614
372,372,372,Berwyn/Forest Glen,Balmoral/Forest Glen,5280 N,5000 W ,11:41,0,0,0,1,0,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99368432,-87.73616,1711,39,120300,614
373,373,373,Lawler/Balmoral,Laporte/Balmoral ,5300 N,5050 W ,11:46,0,0,1,1,5,0,0,1,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99534054,-87.73616885,1711,39,120300,614
374,374,374,Gregory/Lamon,GregoryLaCrosse,5430 N ,4840 W,11:58,0,0,0,0,3,0,1,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99370203,-87.73494661,1711,39,120300,614
375,375,375,Lansing/Clifford,DeadEnd,5730 N ,4800 W,12:20,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99370203,-87.73494661,1711,39,120300,614
376,376,376,Lansing/Lamont,DeadEnd,5750 N,4800 W,12:27,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.987121,-87.75424,1621,39,120200,305
377,377,377,Louise/Landers,DeadEnd,5910 N,4800 W,12:35,0,0,0,0,0,0,0,3,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99368432,-87.73010635,1711,39,120300,614
378,378,378,Kercheval/Kingsdale,Kercheval/Kerbs,5770 N,4350 W,13:49,0,0,0,0,1,0,0,3,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.99370203,-87.72762643,1711,39,130100,614
379,379,379,Rogers/Kilbourn,Kilbourn/Thornsdale,5700 N,4350 W,13:59,2,1,1,1,3,0,1,7,0,0,0,0,0,help quiet chicago sign',8/3/2015,Radha/Denise,TRUE,,,,,,41.9954734,-87.72640862,1711,39,130100,614
380,380,380,ForestGlen/Hiawatha,Kirkwood/Hiawatha,6000 N,4300 W,14:11,0,0,0,0,0,0,0,1,1,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.990504,-87.742471,1711,39,120300,614
381,381,381,Lowell/Granville,Kildare/Granville ,6150 N,4230 W ,14:36,1,1,0,0,0,0,0,1,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.9955044,-87.72268875,1711,50,130100,614
382,382,382,Kildare/Granville,Rosemont/Kildare ,6160 N,4300 W,14:39,1,1,0,1,2,0,0,2,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.72244369,-87.57900871,413,8,510300,1189
383,383,383,Rosemont/Kildare,Tripp/Rosemont ,6160 N,4300 W,14:42,0,0,0,0,0,0,0,2,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
384,384,384,Tripp/Granville,Granville/Kildare,6150 N,4230 W,14:47,0,0,0,0,1,0,0,2,0,0,0,0,0,,8/3/2015,Radha/Denise,FALSE,,,,,,41.72064132,-87.57528884,431,7,510300,1489
385,385,385,Tripp/Granville,Granville/Keeler,6150 N,4230 W,14:51,0,0,0,0,1,0,0,3,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.71707202,-87.57521799,431,7,510300,1489
386,386,386,Kedvale/Greenville,DevonAve,6150 N,4120 W,14:54,0,0,0,3,10,0,1,4,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.71692145,-87.57216681,431,7,510300,1489
387,387,387,Granville/Keystone,DeadEnd,6150 N,4030 W,15:09,0,0,0,1,4,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.71618191,-87.57391603,431,7,510300,1489
388,388,388,Granville/Harding,Harding/Glenlake,6150 N,3930 W ,15:20,0,0,0,0,9,0,0,0,0,0,0,1,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.71525194,-87.57402674,431,7,510300,1489
389,389,389,Rosemont/Springfield ,Rosemont/Avers ,6250 N ,3920 W ,15:30,1,0,0,0,0,0,0,1,1,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.71526079,-87.57185682,431,7,510300,1489
390,390,390,Avers/Springfield,Avers/Granville,4850 N ,3800 W ,15:35,0,0,0,0,1,,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.70987141,-87.56910677,431,7,510300,1489
391,391,391,Ridgeway/Rosemont,Granville/Rosemont ,6250 N,3730 W ,15:41,2,3,0,1,7,0,0,0,0,0,0,0,0,,8/3/2015,Radha/Denise,TRUE,,,,,,41.71527408,-87.57089585,431,7,510300,1489
392,392,392,Constance/95th,Constance/96th,9500 S,1800 E,9:36,1,3,0,0,2,0,0,2,0,0,0,0,,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.71587192,-87.5693459,431,10,510300,1489
393,393,393,46th/Euclid,46th/Jeffrey,9500 S,1900 E,9:41,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.7164919,-87.56677742,431,10,510300,1489
394,394,394,Jeffrey/96th,Jeffrey/97th,9600 S,1900 E,9:42,0,0,0,2,6,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72134101,-87.56585631,431,10,510300,1489
395,395,395,98th/Jeffrey,98th/Chappel,9700 S,2000 E,9:48,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72256326,-87.57045744,413,7,510300,1189
396,396,396,Clyde/98th,Clyde/98th_Pl,9800 S,2100 E,9:53,0,0,0,0,10,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72710239,-87.56935919,413,7,480400,1189
397,397,397,Chappel/98th_Pl,Chappel/98th,9900 S,2000 E,9:57,0,0,0,0,3,0,0,1,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72805007,-87.5669767,413,7,480400,1189
398,398,398,99th/Van_Vlissingen,99th/Clyde,9900 S,2000 E,10:05,0,0,0,0,4,0,0,2,0,0,0,1,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72989229,-87.56458978,423,7,480500,2106
399,399,399,Clyde/99th,Clyde/100th,9900 S,2100 E,10:10,1,1,0,1,7,0,0,0,0,0,0,1,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72974172,-87.57553683,413,8,480400,1189
400,400,400,102nd/Van_Vlissingen,DeadEnd,10200 S,2200 E,10:25,0,2,0,0,7,0,0,0,0,0,0,1,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
401,401,401,Merril/99th,Merril/97th,9800 S,2100 E,10:40,0,0,1,2,10,0,4,3,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72954244,-87.58918965,413,8,480300,1189
402,402,402,98th/Merrion,98th/Luella,9700 S,2200 E,10:52,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72784193,-87.58266659,413,8,480400,1189
403,403,403,Crandon/98th,Crandon/Oglesby,9700 S,2100 E ,11:02,0,0,1,0,5,0,1,0,0,0,0,1,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.7287409,-87.58267987,413,8,480400,1189
404,404,404,Oglesby/96th,Oglesby/95th,9500 S,2300 E,11:14,0,0,0,0,5,0,0,1,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72787293,-87.5803461,413,8,480400,1189
405,405,405,95th/Paxton,DeadEnd,9500 S,2300 E,11:24,0,1,0,0,3,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72604399,-87.58030624,413,8,480400,1189
406,406,406,92nd_Pl/Luella,92nd_Pl/Crandon,9200 S,2200 E,11:45,0,0,0,1,2,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72432134,-87.57416845,413,7,480400,1189
407,407,407,Oglesby/92nd,Oglesby/91st,9100 S,2300 E,11:51,0,0,0,1,12,0,1,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.72614142,-87.57177711,413,7,480400,1189
408,408,408,Philips/91st,Philips/90th,9000 S,2400 E,11:56,0,0,0,0,10,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.73914326,-87.55873984,423,7,460301,2106
409,409,409,91st/Jeffrey,91st/Euclid,9000 S,1900 E,12:15,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.7391344,-87.55752646,423,7,460301,2106
410,410,410,90th/Dante,90th_Pl/Dante,8900 S,1400 E,12:34,0,1,0,0,7,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
411,411,411,91st_Pl/Dante,92nd/Dante,9000 S,1400 E,12:40,1,1,0,1,7,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
412,412,412,92nd/East_End,92nd_Pl/East_End,9200 S,1700 E,14:10,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.80415244,-87.59672682,222,4,390600,1116
413,413,413,91st_Pl/East_End,91st_Pl/Cregier,9100 S,1700 E,14:17,1,1,0,2,8,0,0,1,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.80785017,-87.59514587,222,4,390600,1116
414,414,414,Cregier/92nd,Cregier/92nd_Pl,9200 S,1700 E,14:23,0,0,0,0,4,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.8078236,-87.59920673,222,4,390500,1116
415,415,415,93rd/Cregier,93rd/Ridgeland,9300 S,1700 E,14:25,0,0,0,0,6,0,1,0,0,2,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.80957282,-87.60166893,222,4,390500,1116
416,416,416,Chappel/94th,Chappel/93rd,9300 S,2000 E,14:36,0,0,0,0,8,0,0,0,0,1,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.81324398,-87.60170879,222,4,390200,1116
417,417,417,Merril/93rd,Merril/94th,9300 S,2100 E,14:46,0,0,1,3,10,0,0,0,0,1,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.81507292,-87.60056625,222,4,390200,1116
418,418,418,86th/Marquette,86th/Manistee,8500 S,2700 E,15:17,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.81462122,-87.59573928,222,4,390100,1116
419,419,419,Manistee/86th,Manistee/87th,8600 S,2700 E,15:19,0,0,1,1,8,1,0,0,0,1,0,1,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.8180311,-87.5983299,214,4,836400,646
420,420,420,55th/Kenwood,54th/Kenwood,5400S,1300E,9:46,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.8180311,-87.59963629,214,4,836400,646
421,421,421,55th/Kimbark,54th/Kimbark,5400S,1200E,9:50,0,0,0,0,3,0,1,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81841194,-87.61708868,213,3,835900,819
422,422,422,Woodlawn/50th,Greenwood/50th,5000S,1100E,10:10,0,0,0,1,4,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81493121,-87.61154873,221,4,836000,716
423,423,423,Kimbark/48th,Kenwood/48th,4800S,1300E,10:22,0,0,0,1,2,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81308013,-87.61269569,221,3,836000,716
424,424,424,Greenwood/48th,Ellis/48th,4800S,1000E,10:30,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81125119,-87.61382937,221,3,836000,716
425,425,425,47th/Ellis,46th/Ellis,4600S,1000E,10:35,0,0,1,0,4,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.8113309,-87.60900682,221,4,836000,716
426,426,426,45th/Ellis,44th/Ellis,4400S,1000E,10:40,0,0,0,1,1,0,0,0,0,3,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80948425,-87.61019806,221,4,843600,716
427,427,427,Berkeley/44th,Greenwood/44th,4400S,1000E,10:45,0,0,0,0,0,0,0,0,0,3,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80585295,-87.60890939,223,4,843600,756
428,428,428,44th_Pl/Oakenwald,46th/Oakenwald,4400S,1200E,10:58,4,1,0,1,15,0,0,0,3,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80582195,-87.61135831,223,4,843600,756
429,429,429,Oakenwald/42nd_Pl,Oakenwald/42nd_Pl,4200S,1000E,10:52,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80573338,-87.61675655,224,3,381800,822
430,430,430,42nd_Pl/Lake_Park,Greenwood/Lake_Park,4200S,1100E,10:48,3,0,0,0,9,0,0,0,1,4,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80567138,-87.61949774,224,3,381800,822
431,431,431,Martin_Luther_King_Dr/42nd,Calumet/42nd,4200S,3000E,11:40,1,0,0,0,0,0,0,0,0,2,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80752246,-87.61952874,224,3,381400,822
432,432,432,44th/St._Lawrence,44th_Pl/St._Lawrence,4400S,600E,11:56,0,0,0,0,3,0,0,0,1,4,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80748261,-87.62116726,224,3,381400,822
433,433,433,45th/Forrestville,46th/Forrestville,4500S,500E,12:03,0,0,0,0,11,0,1,0,2,1,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
434,434,434,46th/Vincennes,45th_Pl/Vincennes,4500S,500E,12:07,0,0,0,0,6,0,0,0,1,2,0,1,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.79846192,-87.61606572,233,4,400300,492
435,435,435,Langley/46th,Evans/46th,4600S,700E,12:16,0,0,0,0,0,0,0,0,0,9,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.79840435,-87.61930732,231,3,836100,821
436,436,436,47th/Champlain,48th/Champlain,4700S,600E,13:12,1,1,0,0,16,1,1,0,1,4,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.80083112,-87.60394957,233,5,836300,492
437,437,437,Langley/49th,Evans/49th,4900S,700E,13:28,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.79937417,-87.60282918,233,5,410500,492
438,438,438,49th/St._Lawrence,50th/St._Lawrence,4900S,600E,13:33,0,0,0,1,6,0,0,0,2,12,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.809623,-87.611724,221,3,381200,716
439,439,439,49th/Martin_Luther_King_Dr,48th/Martin_Luther_King_Dr,4800S,400E,13:44,0,0,2,0,4,0,0,0,0,3,0,1,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.99452129,-87.75161961,1621,39,120200,305
440,440,440,49th/Prairie,48th/Prairie,4800S,300E,13:59,0,2,2,0,4,1,0,0,1,10,0,1,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.99302005,-87.75286842,1621,39,120200,305
441,441,441,Prairie/48th,Indiana/48th,4800S,200E,13:51,0,0,0,0,1,0,0,0,0,12,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00084064,-87.76502,1621,41,120200,305
442,442,442,48th/Indiana,49th/Indiana,4800S,200E,13:55,0,0,0,0,5,0,1,0,0,19,0,2,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.807768,-87.621481,224,3,381400,822
443,443,443,50th_Pl/Washington,51st/Washington_Park_Ct,5000S,400E,14:17,0,0,2,0,1,0,0,0,0,0,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.802815,-87.615097,223,3,381900,756
444,444,444,Martin_Luther_King_Dr/53rd,Calumet/53rd,5300S,300E,14:27,0,2,3,0,4,2,0,0,0,7,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00112406,-87.76772576,1621,41,120100,305
445,445,445,53rd/Prairie,54th/Prairie,5300S,300E,14:31,0,0,0,0,4,0,0,0,1,34,4,3,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00073436,-87.76942628,1621,41,120100,305
446,446,446,Drexal/52nd,Ingleside/52nd,5200S,900E,14:57,0,0,1,0,0,0,0,0,1,0,1,1,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00219131,-87.77247746,1621,41,120100,305
447,447,447,53rd/Ingleside,54th/Ingleside,5300S,900E,15:01,0,0,0,0,7,0,0,0,1,0,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00263415,-87.77352699,1621,41,120100,305
448,448,448,Devon/Haiwatha,Haiwatha/Le Mai,6380 N,4800 W,10:15,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,FALSE,,,,,,42.00466236,-87.77328786,1621,41,120100,305
449,449,449,Haiwatha/Leader,Leader/Leoti,6200 N,4900 W,10:25,0,0,0,0,1,0,0,2,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00567204,-87.77545778,1621,41,120100,305
450,450,450,Leader/Leoti,Leader/Peterson,6200 N,5000 W,10:28,0,0,0,0,6,0,1,1,1,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00676143,-87.77312843,1621,41,120100,305
451,451,451,Haiwatha/Algonquin,Haiwatha/Tahoma,6600 N,5200 W,10:59,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.0073637,-87.77452781,1621,41,120100,305
452,452,452,Haiwatha/Tahoma,Tahoma/Kinzua,6500 N,5200 W,11:03,0,0,0,0,4,0,1,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00525134,-87.77908908,1621,41,120100,305
453,453,453,Leotia/Algonquin,Leoti/Central,6500 N,5300 W,11:12,0,0,0,0,7,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.0081121,-87.77544892,1621,41,120100,305
454,454,454,Lehigh/Waukesha,Waukesha/Leoti,6580 N,5300 W,11:28,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00962219,-87.781538,1621,41,120100,305
455,455,455,Ponchartrain/Leoti,Chicora/Leoti,6600 N,5300 W,11:33,0,0,0,0,1,0,1,1,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00092,-87.769686,1621,41,120100,305
456,456,456,Loleta/Leoti,Loron/Leoti,6670 N,5400 W,11:39,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00851066,-87.78204727,1621,41,120100,305
457,457,457,Loron/Leoti,Lightfoot/Leoti,6700 N,5400 W,11:41,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.0060706,-87.78210927,1621,41,120100,305
458,458,458,Haiwatha/Lightfoot,Loron/Haiwatha,6800 N,5500 W,11:46,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.01014032,-87.7843589,1621,41,120100,305
459,459,459,Haiwatha/Wildwood,Wildwood/Leoti,6840 N,5500 W,11:51,0,0,0,0,3,0,0,1,0,0,0,0,1,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.01103043,-87.78673696,1621,41,120100,305
460,460,460,Wildwood/Ionia,Wildwood/Lehigh,6900 N,5500 W,12:08,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,FALSE,,,,,,42.01272209,-87.77862853,1621,41,120100,305
461,461,461,Ionia/Tonty,Tonty/Lehigh,6950 N,5600 W,12:17,0,0,0,0,6,0,0,1,1,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00788182,-87.76592783,1621,41,120200,305
462,462,462,Tonty/Leoti,Tonty/Mendota,6800 N,5600 W,12:40,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00789068,-87.76677808,1621,41,120200,305
463,463,463,Ionia/Medota,Medota/Mason,6900 N,5900 W,12:52,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,41.88331042,-87.66684639,1224,27,833000,792
464,464,464,Makato/Tahoma,Tahoma/McAplin,7000 N,6100 W,14:39,0,0,0,0,1,0,0,1,1,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,41.88012195,-87.6692466,1224,27,838100,792
465,465,465,McAplin/Leoti,Leoti/Monom,7000 N,6200 W,14:44,0,0,0,0,0,0,0,0,0,0,0,0,0,Second half of the block is a park,8/6/2015,Stacy/Anthony,TRUE,,,,,,41.87753133,-87.67897583,1225,27,838000,777
466,466,466,McAlpin/Leoti,McAlpin/Medford,6700N,6200W,14:51,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.87504256,-87.6764782,1225,27,838100,777
467,467,467,Moselle/Medford,Moselle/Caldwell,6800N,6200W,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93950262,-87.82385597,1631,38,170700,596
468,468,468,Mobile/Estes,Mobile/Greenleaf,7100N,6300W,15:29,0,1,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93946276,-87.82510921,1631,38,170700,596
469,469,469,Nagle/Fitch,Nagle/Touhy,7200N,6400W,15:35,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93776225,-87.82627831,1631,38,170700,596
470,470,470,Meade/McVicker,Meade/Sherwin,7300N,6000W,15:50,0,0,0,0,4,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93944062,-87.82636688,1631,38,170600,596
471,471,471,Lunt/Chicora,Lunt/Dowagiac,5500W,7000N,16:58,0,0,0,0,2,0,1,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93946276,-87.82510921,1631,38,170700,596
472,472,472,Dowagiac/Lunt,Dowagiac/Sauganash,5500W,7000N,16:59,0,0,0,0,5,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.94120313,-87.82518892,1631,38,170700,596
473,473,473,Washington/Ashland,Washington/Paulina,1600W,100N,2:19,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.94119427,-87.82643773,1631,38,170600,596
474,474,474,Paulina/Monroe,Paulina/Adams,1700W,100S,2:30,0,0,0,1,1,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.94110128,-87.83009561,1631,38,170600,596
475,475,475,Jackson/Hoyne,Hoyne/Gladys,2100W,300S,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.94107028,-87.83133999,1631,38,170600,596
476,476,476,Congress/Damen,Damen/Ogden,1910W,520S,14:10,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.93935205,-87.83002918,1631,38,170600,596
477,477,477,School/Orange,School/Osage,3300 N,7900 W,9:39,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.93761168,-87.83478973,1631,38,170600,596
478,478,478,Osage/School,Osage/Belmont,3200 N,7900 W,9:43,0,0,0,0,5,0,2,1,1,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.93930334,-87.8336782,1631,38,170600,596
479,479,479,Pacific/Belmont,Pacific/School,3200 N,7900 W,9:49,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.93931219,-87.83249581,1631,38,170600,596
480,480,480,School/Pacific,School/Osage,3300 N,7900 W,9:52,0,0,0,1,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94290364,-87.83499787,1631,38,170600,596
481,481,481,School/Osage,Roscoe/Osage,3300 N,7900 W,9:54,0,0,0,0,8,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94487429,-87.83395719,1631,38,170500,596
482,482,482,Roscoe/Osage,Roscoe/Orange,3400 N,7900 W,9:58,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94284164,-87.83017975,1631,38,170600,596
483,483,483,Roscoe/Pacific,Cornelia/Pacfic,3400 N,8000 W,10:05,0,0,0,3,9,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94496286,-87.82902836,1631,38,170600,596
