,BlockNameBegin,BlockNameEnd,BlockNS,BlockEW,Time,NeighborhoodWatchSigns,WeCallPolice,TresspassingSign,DogSign,AlarmSystem, ForRent,ForSale,FallenTree,Construction,VacantLots,IllegalDumping,BoardedUp,NoSolicitation,Notes,Date,Surveyor,OfficialBoolean,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Latitude,Longitude
418,86th/Marquette,86th/Manistee,8500 S,2700 E,15:17,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.81462122,-87.59573928
419,Manistee/86th,Manistee/87th,8600 S,2700 E,15:19,0,0,1,1,8,1,0,0,0,1,0,1,0,,8/4/2015,Alison/Gustavo,TRUE,,,,,,41.8180311,-87.5983299
420,55th/Kenwood,54th/Kenwood,5400S,1300E,9:46,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.8180311,-87.59963629
421,55th/Kimbark,54th/Kimbark,5400S,1200E,9:50,0,0,0,0,3,0,1,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81841194,-87.61708868
422,Woodlawn/50th,Greenwood/50th,5000S,1100E,10:10,0,0,0,1,4,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81493121,-87.61154873
423,Kimbark/48th,Kenwood/48th,4800S,1300E,10:22,0,0,0,1,2,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81308013,-87.61269569
424,Greenwood/48th,Ellis/48th,4800S,1000E,10:30,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.81125119,-87.61382937
425,47th/Ellis,46th/Ellis,4600S,1000E,10:35,0,0,1,0,4,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.8113309,-87.60900682
426,45th/Ellis,44th/Ellis,4400S,1000E,10:40,0,0,0,1,1,0,0,0,0,3,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80948425,-87.61019806
427,Berkeley/44th,Greenwood/44th,4400S,1000E,10:45,0,0,0,0,0,0,0,0,0,3,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80585295,-87.60890939
428,44th_Pl/Oakenwald,46th/Oakenwald,4400S,1200E,10:58,4,1,0,1,15,0,0,0,3,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80582195,-87.61135831
429,Oakenwald/42nd_Pl,Oakenwald/42nd_Pl,4200S,1000E,10:52,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80573338,-87.61675655
430,42nd_Pl/Lake_Park,Greenwood/Lake_Park,4200S,1100E,10:48,3,0,0,0,9,0,0,0,1,4,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80567138,-87.61949774
431,Martin_Luther_King_Dr/42nd,Calumet/42nd,4200S,3000E,11:40,1,0,0,0,0,0,0,0,0,2,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80752246,-87.61952874
432,44th/St._Lawrence,44th_Pl/St._Lawrence,4400S,600E,11:56,0,0,0,0,3,0,0,0,1,4,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.80748261,-87.62116726
433,45th/Forrestville,46th/Forrestville,4500S,500E,12:03,0,0,0,0,11,0,1,0,2,1,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.88425252,-87.63244777
434,46th/Vincennes,45th_Pl/Vincennes,4500S,500E,12:07,0,0,0,0,6,0,0,0,1,2,0,1,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.79846192,-87.61606572
435,Langley/46th,Evans/46th,4600S,700E,12:16,0,0,0,0,0,0,0,0,0,9,0,0,0,,8/5/2015,Forest/Danica,TRUE,,,,,,41.79840435,-87.61930732
436,47th/Champlain,48th/Champlain,4700S,600E,13:12,1,1,0,0,16,1,1,0,1,4,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.80083112,-87.60394957
437,Langley/49th,Evans/49th,4900S,700E,13:28,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.79937417,-87.60282918
438,49th/St._Lawrence,50th/St._Lawrence,4900S,600E,13:33,0,0,0,1,6,0,0,0,2,12,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.809623,-87.611724
439,49th/Martin_Luther_King_Dr,48th/Martin_Luther_King_Dr,4800S,400E,13:44,0,0,2,0,4,0,0,0,0,3,0,1,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.99452129,-87.75161961
440,49th/Prairie,48th/Prairie,4800S,300E,13:59,0,2,2,0,4,1,0,0,1,10,0,1,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.99302005,-87.75286842
441,Prairie/48th,Indiana/48th,4800S,200E,13:51,0,0,0,0,1,0,0,0,0,12,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00084064,-87.76502
442,48th/Indiana,49th/Indiana,4800S,200E,13:55,0,0,0,0,5,0,1,0,0,19,0,2,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.807768,-87.621481
443,50th_Pl/Washington,51st/Washington_Park_Ct,5000S,400E,14:17,0,0,2,0,1,0,0,0,0,0,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,41.802815,-87.615097
444,Martin_Luther_King_Dr/53rd,Calumet/53rd,5300S,300E,14:27,0,2,3,0,4,2,0,0,0,7,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00112406,-87.76772576
445,53rd/Prairie,54th/Prairie,5300S,300E,14:31,0,0,0,0,4,0,0,0,1,34,4,3,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00073436,-87.76942628
446,Drexal/52nd,Ingleside/52nd,5200S,900E,14:57,0,0,1,0,0,0,0,0,1,0,1,1,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00219131,-87.77247746
447,53rd/Ingleside,54th/Ingleside,5300S,900E,15:01,0,0,0,0,7,0,0,0,1,0,0,0,0,,8/5/2015,Alison/Danica,TRUE,,,,,,42.00263415,-87.77352699
448,Devon/Haiwatha,Haiwatha/Le Mai,6380 N,4800 W,10:15,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,FALSE,,,,,,42.00466236,-87.77328786
449,Haiwatha/Leader,Leader/Leoti,6200 N,4900 W,10:25,0,0,0,0,1,0,0,2,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00567204,-87.77545778
450,Leader/Leoti,Leader/Peterson,6200 N,5000 W,10:28,0,0,0,0,6,0,1,1,1,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00676143,-87.77312843
451,Haiwatha/Algonquin,Haiwatha/Tahoma,6600 N,5200 W,10:59,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.0073637,-87.77452781
452,Haiwatha/Tahoma,Tahoma/Kinzua,6500 N,5200 W,11:03,0,0,0,0,4,0,1,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00525134,-87.77908908
453,Leotia/Algonquin,Leoti/Central,6500 N,5300 W,11:12,0,0,0,0,7,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.0081121,-87.77544892
454,Lehigh/Waukesha,Waukesha/Leoti,6580 N,5300 W,11:28,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00962219,-87.781538
455,Ponchartrain/Leoti,Chicora/Leoti,6600 N,5300 W,11:33,0,0,0,0,1,0,1,1,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00092,-87.769686
456,Loleta/Leoti,Loron/Leoti,6670 N,5400 W,11:39,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00851066,-87.78204727
457,Loron/Leoti,Lightfoot/Leoti,6700 N,5400 W,11:41,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.0060706,-87.78210927
458,Haiwatha/Lightfoot,Loron/Haiwatha,6800 N,5500 W,11:46,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.01014032,-87.7843589
459,Haiwatha/Wildwood,Wildwood/Leoti,6840 N,5500 W,11:51,0,0,0,0,3,0,0,1,0,0,0,0,1,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.01103043,-87.78673696
460,Wildwood/Ionia,Wildwood/Lehigh,6900 N,5500 W,12:08,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,FALSE,,,,,,42.01272209,-87.77862853
461,Ionia/Tonty,Tonty/Lehigh,6950 N,5600 W,12:17,0,0,0,0,6,0,0,1,1,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00788182,-87.76592783
462,Tonty/Leoti,Tonty/Mendota,6800 N,5600 W,12:40,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,42.00789068,-87.76677808
463,Ionia/Medota,Medota/Mason,6900 N,5900 W,12:52,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,41.88331042,-87.66684639
464,Makato/Tahoma,Tahoma/McAplin,7000 N,6100 W,14:39,0,0,0,0,1,0,0,1,1,0,0,0,0,,8/6/2015,Stacy/Anthony,TRUE,,,,,,41.88012195,-87.6692466
465,McAplin/Leoti,Leoti/Monom,7000 N,6200 W,14:44,0,0,0,0,0,0,0,0,0,0,0,0,0,Second half of the block is a park,8/6/2015,Stacy/Anthony,TRUE,,,,,,41.87753133,-87.67897583
466,McAlpin/Leoti,McAlpin/Medford,6700N,6200W,14:51,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.87504256,-87.6764782
467,Moselle/Medford,Moselle/Caldwell,6800N,6200W,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93950262,-87.82385597
468,Mobile/Estes,Mobile/Greenleaf,7100N,6300W,15:29,0,1,0,0,1,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93946276,-87.82510921
469,Nagle/Fitch,Nagle/Touhy,7200N,6400W,15:35,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93776225,-87.82627831
470,Meade/McVicker,Meade/Sherwin,7300N,6000W,15:50,0,0,0,0,4,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93944062,-87.82636688
471,Lunt/Chicora,Lunt/Dowagiac,5500W,7000N,16:58,0,0,0,0,2,0,1,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.93946276,-87.82510921
472,Dowagiac/Lunt,Dowagiac/Sauganash,5500W,7000N,16:59,0,0,0,0,5,0,0,0,0,0,0,0,0,,8/6/2015,Anthony/Stacy,TRUE,,,,,,41.94120313,-87.82518892
473,Washington/Ashland,Washington/Paulina,1600W,100N,2:19,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.94119427,-87.82643773
474,Paulina/Monroe,Paulina/Adams,1700W,100S,2:30,0,0,0,1,1,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.94110128,-87.83009561
475,Jackson/Hoyne,Hoyne/Gladys,2100W,300S,14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.94107028,-87.83133999
476,Congress/Damen,Damen/Ogden,1910W,520S,14:10,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/11/2015,Anthony/Denise,TRUE,,,,,,41.93935205,-87.83002918
477,School/Orange,School/Osage,3300 N,7900 W,9:39,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.93761168,-87.83478973
478,Osage/School,Osage/Belmont,3200 N,7900 W,9:43,0,0,0,0,5,0,2,1,1,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.93930334,-87.8336782
479,Pacific/Belmont,Pacific/School,3200 N,7900 W,9:49,0,0,0,0,2,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.93931219,-87.83249581
480,School/Pacific,School/Osage,3300 N,7900 W,9:52,0,0,0,1,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94290364,-87.83499787
481,School/Osage,Roscoe/Osage,3300 N,7900 W,9:54,0,0,0,0,8,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94487429,-87.83395719
482,Roscoe/Osage,Roscoe/Orange,3400 N,7900 W,9:58,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94284164,-87.83017975
483,Roscoe/Pacific,Cornelia/Pacfic,3400 N,8000 W,10:05,0,0,0,3,9,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94496286,-87.82902836
484,Roscoe/Paris,Roscoe/Pioneer,3400 N,8100 W,10:14,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94679179,-87.82910807
485,Pioneer/Roscoe,Pioneer/School,3300 N,8100 W,10:16,0,0,0,1,6,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94683165,-87.82786811
486,Paris/School,Paris/Belmont,3200 N,8100 W,10:21,0,0,0,2,4,0,1,0,1,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94674308,-87.83032588
487,Pontiac/Belmont,Pontiac/School,3200 N,8300 W,10:30,0,0,0,1,2,0,0,0,1,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94666337,-87.8328058
488,School/Plainfield,School/Pittsburgh,3300 N,8200 W,10:34,0,0,0,1,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94662351,-87.83524586
489,Pittsburgh/School,Pittsburgh/West_Forest_Preserve,3300 N,8200 W,10:36,0,0,0,2,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94847016,-87.83408561
490,Pontiac/Cornelia,Pontiac/Addison,3400 N,8300 W,10:48,0,0,0,1,2,0,1,0,1,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94666337,-87.8328058
491,Plainfield/Addison,Plainfield/Cornelia,3500 N,8300 W,10:53,0,0,0,1,3,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94850116,-87.83287665
492,Paris/West_Forest_Preserve,Paris/Addison,3500 N,8100 W,11:06,0,0,0,0,1,0,1,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.9485543,-87.83164998
493,Panama/Addison,Panama/Waveland,3600 N,8100 W,11:11,0,0,0,0,2,0,1,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94856316,-87.83039674
494,Waveland/Panama,Waveland/Page,3700 N,8000 W,11:14,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94860302,-87.82915678
495,Page/Waveland,Page/Addison,3600 N,8000 W,11:16,0,0,0,0,3,0,2,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94864287,-87.82795668
496,Paris/Waveland,Paris/Addison,3700 N,8100 W,11:22,0,0,0,1,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.94864287,-87.82795668
497,Waveland/Pittsburgh,Waveland/Plainfield,3700 N,8200 W,11:29,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.95048067,-87.82688943
498,Waveland/Pontiac,Waveland/Cumberland,3700 N,8300 W,11:32,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.95043195,-87.82923649
499,Plainfield/Grace,Plainfield/Waveland,3700 N,8300 W,11:39,0,0,0,1,7,0,1,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.9503611,-87.83171641
500,Pittsburgh/Waveland,Pittsburgh/Grace,3700 N,8200 W,11:45,0,0,0,1,5,0,1,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.95027253,-87.83538757
501,Grace/Pittsburgh,Grace/Pioneer,3800 N,8200 W,11:50,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.95391269,-87.83422732
502,Grace/Pioneer,Grace/Paris,3800 N,8100 W,11:51,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.95570177,-87.83545842
503,Grace/Paris,Grace/Panama,3800 N,8100 W,11:53,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.95390383,-87.83545842
504,Grace/Panama,Grace/Page,3800 N,8000 W,11:55,0,0,0,2,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.948737,-87.829503
505,Grace/Page,Grace/Pacific,3800 N,8000 W,11:57,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96062174,-87.83946614
506,Page/Grace,Page/Byron,3800 N,8000 W,11:58,0,0,0,4,5,0,1,0,1,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96005048,-87.84362
507,Pacific/Byron,Pacific/Irving_Park,3900 N,7900 W,12:03,0,0,0,1,3,0,1,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96133824,-87.68970566
508,Byron/Panama,Byron/Paris,3900 N,8100 W,12:12,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96129044,-87.84170692
509,Byron/Pioneer,Byron/Pittsburgh,3900 N,8200 W,12:16,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96371278,-87.83966985
510,Byron/Pontiac,Byron/Cumberland,3900 N,8300 W,12:20,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96302195,-87.83750878
511,Plainfield/Belle_Plaine,Plainfield/Berteau,4100 N,8300 W,13:45,0,0,0,1,7,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96173328,-87.83982927
512,Pontiac/Berteau,Pontiac/Belle_Plaine,4100 N,8300 W,13:51,1,1,0,3,12,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.96173328,-87.83982927
513,Belle_Plaine/Pontiac,Belle_Plaine/Cumberland,4100 N,8300 W,13:55,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.71076152,-87.62719876
514,Sunnyside/Cumberland,Sunnyside/Agatite,4400 N,8400 W,14:21,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.70533228,-87.62345675
515,Agatite/Chester,Agatite/Potawatomie,4400 N,8500 W,14:25,0,0,0,0,6,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.70346349,-87.62340804
516,Potawatomie/Brodman,Potawatomie/Chester,4400 N,8600 W,14:31,0,0,0,0,2,0,1,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.70077101,-87.62451957
517,Sunnyside/Sunnyside,Sunnyside/Delphia,4500 N,8600 W,14:42,0,0,0,0,1,0,1,0,1,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.69715299,-87.62323976
518,Sunnyside/Delphia,Delphia/Wilson,4500 N,8600 W,14:49,0,0,0,0,4,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.69623188,-87.6231999
519,Wilson/Maria,Wilson/Chester,4600 N,8400 W,14:56,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.69619203,-87.62559568
520,Patton/Windsor,Patton/Castle_Island,4500 N,8400 W,-,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.69616103,-87.62799588
521,Castle_Island/Maria,Dead_End,4500 N,8500 W,15:18,0,0,0,0,1,1,1,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.69340212,-87.63032965
522,Maria/Castle_Island,Maria/Windsor,4600 N,8400 W,15:19,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/10/2015,Gustavo/Radha,TRUE,,,,,,41.69423024,-87.63757897
523,LaSalle/101,LaSalle/102,10100S,130W,8:32,1,1,0,0,9,0,1,0,2,3,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.69970376,-87.6377384
524,104/State,104/Wabash,10400S,20E,8:42,0,0,0,0,0,0,0,0,0,5,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70149284,-87.64021831
525,105/State,105/Lafayette,10500S,50W,8:48,0,0,1,0,0,0,0,0,0,0,0,4,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70336163,-87.63665786
526,Lafayette/106,Lafayette/107,10600S,100W,8:53,1,0,0,0,3,0,0,0,0,1,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70337049,-87.63546662
527,108_Pl/State,108_Pl/Perry,10800S,50W,9:00,4,4,2,0,5,0,0,0,0,2,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.69050151,-87.64473973
528,109/State,109/Wabash,10900S,20E,9:07,0,0,0,0,4,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.69060336,-87.63626816
529,Perry/109,Perry/109_Pl,10900S,50W,9:13,0,0,0,0,0,0,0,0,0,9,0,2,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.69775083,-87.64737907
530,109/Wentworth,109/Princeton,10900S,200W,9:19,1,0,0,2,2,0,2,6,0,6,0,4,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.6986808,-87.64620996
531,Princeton/110_Pl,Princeton/111,11000S,300W,9:27,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70143084,-87.64630739
532,Wallace/110,Wallace/111,11000S,600W,9:39,0,2,0,1,10,1,1,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70692208,-87.6440179
533,Wallace/107,Wallace/108,10700S,550W,9:48,5,6,1,1,6,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70326421,-87.64390718
534,106/Union,106/Lowe,10600S,600W,9:54,0,0,0,1,1,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.705071,-87.64519586
535,105/Parnell,105/Normal,10500S,500W,10:01,0,0,0,1,1,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70871116,-87.64528885
536,105/Normal,105/Eggleton,10500S,400W,10:02,0,0,0,0,2,0,0,0,0,5,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70866245,-87.65016897
537,Peoria/112,Peoria/113,11200S,900W,10:37,2,1,0,0,8,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.7059434,-87.65008926
538,112/Parnell,112/Normal,11200S,500W,10:53,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70502229,-87.65002726
539,108/Morgan,108/Sangamon,10800S,900W,10:59,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70596112,-87.6476492
540,Sangamon/Peoria,Sangamon/107,10700S,900W,11:02,0,0,0,0,1,0,1,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70319336,-87.65081995
541,106/Sangamon,106/Peoria,10600S,900W,11:03,0,0,0,0,1,0,0,0,0,3,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70135113,-87.65237875
542,Green/103,Green/104,10800S,800W,11:08,1,0,0,2,9,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.70876431,-87.64041759
543,Green/105,Green/106,10500S,800W,11:12,1,2,1,0,11,1,0,0,0,0,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68591367,-87.64702922
544,Peoria/104,Peoria/105,10400S,900W,11:15,4,1,0,0,17,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68765404,-87.64708679
545,Peoria/102,Peoria/103,10200S,900W,11:19,1,0,0,0,5,0,1,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68359318,-87.64695837
546,102/Aberdeen,102/May,10200S,1100W,11:22,4,2,0,2,1,0,1,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68423087,-87.64698936
547,103_Pl/Aberdeen,103_Pl/Racine,10300S,1100W,11:27,1,0,1,1,5,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.67956332,-87.64681666
548,104/Aberdeen,104/Racine,10400S,1100W,11:32,1,0,1,1,8,0,0,0,1,1,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68141439,-87.64445631
549,Morgan/103_Pl,Morgan/104,10300S,1000W,11:39,1,0,0,0,6,0,0,0,1,1,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68141439,-87.64445631
550,May/105,May/106,10500S,1100W,11:42,1,1,0,2,9,0,0,0,0,2,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.67959431,-87.64438988
551,106/Racine,106/May,10600S,1100W,11:45,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68075013,-87.64024931
552,Union/102,Union/103,10200S ,700W,11:55,3,2,1,0,4,0,0,0,0,0,0,2,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68299091,-87.63722913
553,Morgan/114_Pl,Morgan/113_Pl,11300S,1000W,12:09,2,2,0,1,8,0,0,0,0,8,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.6829422,-87.63853994
554,Morgan/113_Pl,Morgan/DEADEND,11300S,1000W,12:11,0,0,0,0,1,0,0,0,0,1,0,1,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68518298,-87.6348865
555,Morgan/Sangamon,Morgan/115_Pl,11500S,1000W,12:15,0,0,0,0,3,0,0,0,0,0,0,0,0,,8/12/2015,Abisola/Alison,TRUE,,,,,,41.68700306,-87.63494849
