,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
17599,RR21886,9/25/07,82079,5.25,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
16673,RR21883,9/25/07,915,70.4,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18457,RR21885,9/25/07,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
2775,RR21886,9/25/07,300,4.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16978,RR21883,9/25/07,335,20,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16981,RR21886,9/25/07,335,16,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17822,RR21886,9/25/07,89966,2,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17821,RR21885,9/25/07,89966,2,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17820,RR21884,9/25/07,89966,2,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17819,RR21883,9/25/07,89966,2,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17197,RR21883,9/25/07,671,0.47,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17198,RR21884,9/25/07,671,0.1,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17199,RR21885,9/25/07,671,0.11,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8358,RR21886,9/25/07,10,26.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
4874,RR21886,9/25/07,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4873,RR21885,9/25/07,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4872,RR21884,9/25/07,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
17200,RR21886,9/25/07,671,0.26,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8357,RR21885,9/25/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
6658,RR21886,9/25/07,945,106,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6657,RR21885,9/25/07,945,93.1,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16980,RR21885,9/25/07,335,14,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6656,RR21884,9/25/07,945,116,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16979,RR21884,9/25/07,335,19,"CHEMICAL OXYGEN DEMAND, .025N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8355,RR21883,9/25/07,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
4871,RR21883,9/25/07,400,7.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
8356,RR21884,9/25/07,10,26.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
6655,RR21883,9/25/07,945,115,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18992,U702118,9/26/07,3,1,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19093,U702094,9/26/07,452,1,"CARBONATE,WATER,DISS INCR TIT,FLD AS CO3 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18990,U702093,9/26/07,3,1,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
16485,U702094,9/26/07,900,200,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16484,U702093,9/26/07,900,200,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8362,U702119,9/26/07,10,26,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
18991,U702094,9/26/07,3,8,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
6659,U702093,9/26/07,945,86.9,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8361,U702118,9/26/07,10,26.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8360,U702094,9/26/07,10,26.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
19156,U702093,9/26/07,70301,487,"SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18993,U702119,9/26/07,3,8,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
8359,U702093,9/26/07,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
2776,U702093,9/26/07,300,7.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19173,U702094,9/26/07,71870,0.24,BROMIDE (MG/L AS BR),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19172,U702093,9/26/07,71870,0.25,BROMIDE (MG/L AS BR),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19108,U702093,9/26/07,453,151,"BICARBONATE WTR,DISS,INCR TIT,FLD,AS HCO3(MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19109,U702094,9/26/07,453,152,"BICARBONATE WTR,DISS,INCR TIT,FLD,AS HCO3(MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19141,U702094,9/26/07,39086,126,"ALKALNITY,WATER,DISS,INCR TIT,FIELD,ASCACO3,MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19124,U702093,9/26/07,931,2.9,SODIUM ADSORPTION RATIO,NS,Other,N/A Calculation,Water,33.90492,-96.665033
19061,U702119,9/26/07,301,77,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19060,U702118,9/26/07,301,82,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19059,U702094,9/26/07,301,76,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19058,U702093,9/26/07,301,94,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19125,U702094,9/26/07,931,2.9,SODIUM ADSORPTION RATIO,NS,Other,N/A Calculation,Water,33.90492,-96.665033
5531,U702093,9/26/07,403,8.1,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
6660,U702094,9/26/07,945,86.1,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2777,U702094,9/26/07,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2778,U702118,9/26/07,300,6.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2779,U702119,9/26/07,300,6.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19157,U702094,9/26/07,70301,478,"SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5532,U702094,9/26/07,403,8.1,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
19092,U702093,9/26/07,452,2,"CARBONATE,WATER,DISS INCR TIT,FLD AS CO3 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16824,U702094,9/26/07,950,0.23,"FLUORIDE, DISSOLVED (MG/L AS F)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12886,U702119,9/26/07,94,878,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12885,U702118,9/26/07,94,876,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
4876,U702094,9/26/07,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
12883,U702093,9/26/07,94,888,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
4877,U702118,9/26/07,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
16805,U702094,9/26/07,935,6.26,"POTASSIUM, DISSOLVED (MG/L AS K)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6229,U702094,9/26/07,940,141,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6228,U702093,9/26/07,940,142,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4878,U702119,9/26/07,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
16823,U702093,9/26/07,950,0.23,"FLUORIDE, DISSOLVED (MG/L AS F)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19140,U702093,9/26/07,39086,126,"ALKALNITY,WATER,DISS,INCR TIT,FIELD,ASCACO3,MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16678,U702094,9/26/07,915,55.1,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16841,U702093,9/26/07,955,8.3,"SILICA, DISSOLVED (MG/L AS SIO2)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16842,U702094,9/26/07,955,8.2,"SILICA, DISSOLVED (MG/L AS SIO2)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16769,U702094,9/26/07,925,14.6,"MAGNESIUM, DISSOLVED (MG/L AS MG)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12884,U702094,9/26/07,94,890,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
16786,U702093,9/26/07,930,94.8,"SODIUM, DISSOLVED (MG/L AS NA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16768,U702093,9/26/07,925,14.7,"MAGNESIUM, DISSOLVED (MG/L AS MG)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16804,U702093,9/26/07,935,6.55,"POTASSIUM, DISSOLVED (MG/L AS K)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4875,U702093,9/26/07,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
16677,U702093,9/26/07,915,57.5,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16787,U702094,9/26/07,930,92.1,"SODIUM, DISSOLVED (MG/L AS NA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16845,U702120,9/27/07,955,8.9,"SILICA, DISSOLVED (MG/L AS SIO2)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19127,U702081,9/27/07,931,1.8,SODIUM ADSORPTION RATIO,NS,Other,N/A Calculation,Water,33.90492,-96.665033
19128,U702120,9/27/07,931,1.9,SODIUM ADSORPTION RATIO,NS,Other,N/A Calculation,Water,33.90492,-96.665033
16788,U702072,9/27/07,930,67,"SODIUM, DISSOLVED (MG/L AS NA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16789,U702081,9/27/07,930,63.9,"SODIUM, DISSOLVED (MG/L AS NA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16790,U702120,9/27/07,930,66,"SODIUM, DISSOLVED (MG/L AS NA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16791,U702129,9/27/07,930,63.1,"SODIUM, DISSOLVED (MG/L AS NA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8367,U702076,9/27/07,10,26.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8368,U702077,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
5533,U702072,9/27/07,403,8,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
19126,U702072,9/27/07,931,1.9,SODIUM ADSORPTION RATIO,NS,Other,N/A Calculation,Water,33.90492,-96.665033
19129,U702129,9/27/07,931,1.7,SODIUM ADSORPTION RATIO,NS,Other,N/A Calculation,Water,33.90492,-96.665033
19113,U702129,9/27/07,453,168,"BICARBONATE WTR,DISS,INCR TIT,FLD,AS HCO3(MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19112,U702120,9/27/07,453,158,"BICARBONATE WTR,DISS,INCR TIT,FLD,AS HCO3(MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19177,U702129,9/27/07,71870,0.2,BROMIDE (MG/L AS BR),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19176,U702120,9/27/07,71870,0.2,BROMIDE (MG/L AS BR),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19175,U702081,9/27/07,71870,0.2,BROMIDE (MG/L AS BR),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19174,U702072,9/27/07,71870,0.2,BROMIDE (MG/L AS BR),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16770,U702072,9/27/07,925,19.5,"MAGNESIUM, DISSOLVED (MG/L AS MG)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19094,U702072,9/27/07,452,1,"CARBONATE,WATER,DISS INCR TIT,FLD AS CO3 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19095,U702081,9/27/07,452,1,"CARBONATE,WATER,DISS INCR TIT,FLD AS CO3 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19096,U702120,9/27/07,452,1,"CARBONATE,WATER,DISS INCR TIT,FLD AS CO3 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19097,U702129,9/27/07,452,1,"CARBONATE,WATER,DISS INCR TIT,FLD AS CO3 (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6664,U702129,9/27/07,945,138,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16771,U702081,9/27/07,925,18.1,"MAGNESIUM, DISSOLVED (MG/L AS MG)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16772,U702120,9/27/07,925,18.9,"MAGNESIUM, DISSOLVED (MG/L AS MG)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19110,U702072,9/27/07,453,157,"BICARBONATE WTR,DISS,INCR TIT,FLD,AS HCO3(MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19111,U702081,9/27/07,453,156,"BICARBONATE WTR,DISS,INCR TIT,FLD,AS HCO3(MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16773,U702129,9/27/07,925,20.4,"MAGNESIUM, DISSOLVED (MG/L AS MG)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8366,U702075,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
5534,U702081,9/27/07,403,7.9,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
19159,U702081,9/27/07,70301,450,"SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16806,U702072,9/27/07,935,5.68,"POTASSIUM, DISSOLVED (MG/L AS K)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8374,U702121,9/27/07,10,26.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
19145,U702129,9/27/07,39086,139,"ALKALNITY,WATER,DISS,INCR TIT,FIELD,ASCACO3,MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19144,U702120,9/27/07,39086,131,"ALKALNITY,WATER,DISS,INCR TIT,FIELD,ASCACO3,MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19143,U702081,9/27/07,39086,129,"ALKALNITY,WATER,DISS,INCR TIT,FIELD,ASCACO3,MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19142,U702072,9/27/07,39086,130,"ALKALNITY,WATER,DISS,INCR TIT,FIELD,ASCACO3,MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16826,U702081,9/27/07,950,0.25,"FLUORIDE, DISSOLVED (MG/L AS F)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16827,U702120,9/27/07,950,0.24,"FLUORIDE, DISSOLVED (MG/L AS F)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8373,U702120,9/27/07,10,27,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8375,U702122,9/27/07,10,26.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8372,U702081,9/27/07,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8370,U702079,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
16828,U702129,9/27/07,950,0.25,"FLUORIDE, DISSOLVED (MG/L AS F)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6661,U702072,9/27/07,945,121,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6662,U702081,9/27/07,945,121,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6663,U702120,9/27/07,945,121,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16843,U702072,9/27/07,955,9.1,"SILICA, DISSOLVED (MG/L AS SIO2)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19161,U702129,9/27/07,70301,477,"SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16846,U702129,9/27/07,955,9.6,"SILICA, DISSOLVED (MG/L AS SIO2)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8371,U702080,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8376,U702123,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8377,U702124,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
16489,U702129,9/27/07,900,250,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19160,U702120,9/27/07,70301,457,"SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16844,U702081,9/27/07,955,9,"SILICA, DISSOLVED (MG/L AS SIO2)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19158,U702072,9/27/07,70301,460,"SOLIDS, DISSOLVED-SUM OF CONSTITUENTS (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16807,U702081,9/27/07,935,5.25,"POTASSIUM, DISSOLVED (MG/L AS K)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16808,U702120,9/27/07,935,5.43,"POTASSIUM, DISSOLVED (MG/L AS K)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16809,U702129,9/27/07,935,5.54,"POTASSIUM, DISSOLVED (MG/L AS K)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8369,U702078,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8382,U702129,9/27/07,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8381,U702128,9/27/07,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8380,U702127,9/27/07,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8363,U702072,9/27/07,10,27.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8364,U702073,9/27/07,10,26.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8365,U702074,9/27/07,10,26.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8379,U702126,9/27/07,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8378,U702125,9/27/07,10,26.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
16825,U702072,9/27/07,950,0.26,"FLUORIDE, DISSOLVED (MG/L AS F)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16486,U702072,9/27/07,900,240,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16487,U702081,9/27/07,900,230,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16488,U702120,9/27/07,900,240,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5535,U702120,9/27/07,403,7.9,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
5536,U702129,9/27/07,403,7.8,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
19068,U702078,9/27/07,301,49,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
4893,U702124,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
16680,U702081,9/27/07,915,60.7,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16681,U702120,9/27/07,915,63,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16682,U702129,9/27/07,915,64.8,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2799,U702129,9/27/07,300,1.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2798,U702128,9/27/07,300,1.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2797,U702127,9/27/07,300,2,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2796,U702126,9/27/07,300,2.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2795,U702125,9/27/07,300,3.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2794,U702124,9/27/07,300,4.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2793,U702123,9/27/07,300,4.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2792,U702122,9/27/07,300,5.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16679,U702072,9/27/07,915,62.8,"CALCIUM, DISSOLVED (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2791,U702121,9/27/07,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2789,U702081,9/27/07,300,3.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2788,U702080,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2787,U702079,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2786,U702078,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2785,U702077,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4898,U702129,9/27/07,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4897,U702128,9/27/07,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4896,U702127,9/27/07,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4895,U702126,9/27/07,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4894,U702125,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
