,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
9064,TR62593,6/20/01,665,0.01,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7050,TR62593,6/20/01,530,13,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9063,TR62589,6/20/01,665,0.01,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7049,TR62589,6/20/01,530,7,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7048,TR62588,6/20/01,530,7,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5577,TR62595,6/20/01,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5576,TR62593,6/20/01,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
9065,TR62595,6/20/01,665,0.01,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18081,TR62595,6/20/01,900,153,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
19769,TR62595,6/20/01,82079,3.9,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
5574,TR62588,6/20/01,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5575,TR62589,6/20/01,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
18079,TR62589,6/20/01,900,132,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9062,TR62588,6/20/01,665,0.01,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18080,TR62593,6/20/01,900,125,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3037,TR62551,7/17/01,300,7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
19771,TR62550,7/17/01,82079,3.3,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
19770,TR62540,7/17/01,82079,8.7,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
12350,TR62540,7/17/01,32211,25,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10671,TR62558,7/17/01,94,304,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10670,TR62551,7/17/01,94,286,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10669,TR62550,7/17/01,94,300,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
13944,TR62558,7/17/01,10,28.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
13943,TR62551,7/17/01,10,30,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
13942,TR62550,7/17/01,10,29.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
13941,TR62540,7/17/01,10,30.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
18082,TR62540,7/17/01,900,103,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
17439,TR62540,7/17/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
17440,TR62550,7/17/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
17441,TR62551,7/17/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
17442,TR62558,7/17/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
12351,TR62550,7/17/01,32211,15,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18083,TR62550,7/17/01,900,114,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3036,TR62550,7/17/01,300,7.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16082,TR62551,7/17/01,680,4,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16080,TR62540,7/17/01,680,4.2,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3038,TR62558,7/17/01,300,5.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
19772,TR62551,7/17/01,82079,12,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
19773,TR62558,7/17/01,82079,3.3,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
16462,TR62540,7/17/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16643,TR62558,7/17/01,70300,193,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16642,TR62551,7/17/01,70300,183,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16641,TR62550,7/17/01,70300,193,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16640,TR62540,7/17/01,70300,186,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3035,TR62540,7/17/01,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
12352,TR62551,7/17/01,32211,24,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16463,TR62550,7/17/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16464,TR62551,7/17/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16465,TR62558,7/17/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7764,TR62551,7/17/01,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7765,TR62558,7/17/01,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6622,TR62558,7/17/01,410,84,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7762,TR62540,7/17/01,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16081,TR62550,7/17/01,680,4.7,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7763,TR62550,7/17/01,610,0.04,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18084,TR62551,7/17/01,900,102,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4028,TR62558,7/17/01,310,3,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9068,TR62551,7/17/01,665,0.05,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7053,TR62550,7/17/01,530,7,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7052,TR62540,7/17/01,530,11,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4027,TR62551,7/17/01,310,3,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4026,TR62550,7/17/01,310,3,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4025,TR62540,7/17/01,310,3,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9067,TR62550,7/17/01,665,0.02,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9066,TR62540,7/17/01,665,0.03,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11663,TR62558,7/17/01,940,24,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9069,TR62558,7/17/01,665,0.02,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11662,TR62551,7/17/01,940,24.5,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5580,TR62551,7/17/01,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5579,TR62550,7/17/01,400,8.4,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5578,TR62540,7/17/01,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
11661,TR62550,7/17/01,940,25.5,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8331,TR62558,7/17/01,620,0.003,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8330,TR62551,7/17/01,620,0.04,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8329,TR62550,7/17/01,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8328,TR62540,7/17/01,620,0.12,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18085,TR62558,7/17/01,900,114,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5581,TR62558,7/17/01,400,7.9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
15080,TR62558,7/17/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
12353,TR62558,7/17/01,32211,17,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6619,TR62540,7/17/01,410,73,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7055,TR62558,7/17/01,530,5,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7054,TR62551,7/17/01,530,19,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11660,TR62540,7/17/01,940,25.5,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15077,TR62540,7/17/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15078,TR62550,7/17/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6621,TR62551,7/17/01,410,67,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10668,TR62540,7/17/01,94,288,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
15079,TR62551,7/17/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6620,TR62550,7/17/01,410,85,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16083,TR62558,7/17/01,680,4.3,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15084,TR62478,8/14/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15083,TR62477,8/14/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8334,TR62477,8/14/01,620,0.19,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16086,TR62477,8/14/01,680,3.7,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16087,TR62478,8/14/01,680,3.7,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8333,TR62476,8/14/01,620,0.25,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8332,TR62467,8/14/01,620,0.27,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5582,TR62467,8/14/01,400,7.9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
16084,TR62467,8/14/01,680,3.9,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
12354,TR62467,8/14/01,32211,23.5,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7059,TR62478,8/14/01,530,11,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7058,TR62477,8/14/01,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
8335,TR62478,8/14/01,620,0.29,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16085,TR62476,8/14/01,680,3.9,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13948,TR62478,8/14/01,10,29.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
5583,TR62476,8/14/01,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
13947,TR62477,8/14/01,10,31.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
15081,TR62467,8/14/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
5584,TR62477,8/14/01,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
5585,TR62478,8/14/01,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,32.852239,-96.52585
12355,TR62476,8/14/01,32211,26.3,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
12356,TR62477,8/14/01,32211,34.8,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
15082,TR62476,8/14/01,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13946,TR62476,8/14/01,10,30.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
4032,TR62478,8/14/01,310,2,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
13945,TR62467,8/14/01,10,29.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,32.852239,-96.52585
7056,TR62467,8/14/01,530,7,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
19776,TR62477,8/14/01,82079,6.9,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
16469,TR62478,8/14/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16468,TR62477,8/14/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16467,TR62476,8/14/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16466,TR62467,8/14/01,32218,6,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
19775,TR62476,8/14/01,82079,5.8,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
19774,TR62467,8/14/01,82079,3.8,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
12357,TR62478,8/14/01,32211,30,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7057,TR62476,8/14/01,530,11,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4031,TR62477,8/14/01,310,2,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
19777,TR62478,8/14/01,82079,9,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,32.852239,-96.52585
16644,TR62467,8/14/01,70300,196,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16645,TR62476,8/14/01,70300,195,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16646,TR62477,8/14/01,70300,188,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16647,TR62478,8/14/01,70300,182,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
10675,TR62478,8/14/01,94,277,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10674,TR62477,8/14/01,94,282,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10673,TR62476,8/14/01,94,276,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
10672,TR62467,8/14/01,94,286,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,32.852239,-96.52585
17443,TR62467,8/14/01,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
17445,TR62477,8/14/01,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
17446,TR62478,8/14/01,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
9073,TR62478,8/14/01,665,0.04,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9072,TR62477,8/14/01,665,0.05,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9071,TR62476,8/14/01,665,0.03,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
9070,TR62467,8/14/01,665,0.04,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11667,TR62478,8/14/01,940,24,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11666,TR62477,8/14/01,940,26,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11665,TR62476,8/14/01,940,23,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11664,TR62467,8/14/01,940,23.5,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6623,TR62467,8/14/01,410,85,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6624,TR62476,8/14/01,410,81,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6625,TR62477,8/14/01,410,78,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
6626,TR62478,8/14/01,410,76,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18089,TR62478,8/14/01,900,102,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18088,TR62477,8/14/01,900,102,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18087,TR62476,8/14/01,900,103,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
18086,TR62467,8/14/01,900,104,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4029,TR62467,8/14/01,310,2,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4030,TR62476,8/14/01,310,2,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
17444,TR62476,8/14/01,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,32.852239,-96.52585
7767,TR62476,8/14/01,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3039,TR62467,8/14/01,300,6.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7766,TR62467,8/14/01,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3040,TR62476,8/14/01,300,8.9,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3041,TR62477,8/14/01,300,7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3042,TR62478,8/14/01,300,7.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7769,TR62478,8/14/01,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
7768,TR62477,8/14/01,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
4033,TR62722,9/18/01,310,2,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16651,TR62729,9/18/01,70300,192,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3043,TR62722,9/18/01,300,6.2,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11668,TR62722,9/18/01,940,21,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3046,TR62729,9/18/01,300,4.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
11670,TR62724,9/18/01,940,22,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
16650,TR62724,9/18/01,70300,174,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
3044,TR62723,9/18/01,300,7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,32.852239,-96.52585
