,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
2148,Z005412,3/27/91,94,1650,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
572,Z005412,3/27/91,300,8.9,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
573,Z005413,3/27/91,300,8.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2149,Z005413,3/27/91,94,1650,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2847,Z005412,3/27/91,31616,4,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
888,Z005412,3/27/91,535,114,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1608,Z005412,3/27/91,32211,381,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3549,Z005412,3/27/91,630,0.46,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,36.035292,-102.506255
3661,Z005411,3/27/91,39074,0.004,"BHC-ALPHA ISOMER, TISSUE UG/G WET WT",MG/KG,Biological,N/A Calculation,Water,36.035292,-102.506255
2392,Z005413,3/27/91,400,9.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3662,Z005411,3/27/91,39075,0.006,"BHC-GAMMA ISOMER, TISSUE WET WT (UG/G)",MG/KG,Biological,N/A Calculation,Water,36.035292,-102.506255
3664,Z005411,3/27/91,39406,0.006,DIELDRIN IN AQ ORGANISMS WT WT BASIS (MG/KG),MG/KG,Biological,N/A Calculation,Water,36.035292,-102.506255
2391,Z005412,3/27/91,400,9.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3595,Z005412,3/27/91,78,0.06,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water,36.035292,-102.506255
776,Z005412,3/27/91,530,536,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2995,Z005412,3/27/91,32218,137,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1505,Z005412,3/27/91,945,159,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3679,Z005411,3/27/91,98439,5,CARASSIUS AURATUS (#/SAMPLE),#/SAMP,Water,N/A Calculation,Water,36.035292,-102.506255
3678,Z005411,3/27/91,84100,3,"SEX (1-MALE,2-FEMALE,3-MIXED,4-UNKNOWN)",NS,Other,N/A Calculation,Water,36.035292,-102.506255
3677,Z005411,3/27/91,81897,0.01,DDD TOTAL IN TISSUE WET WT (MG/KG),MG/KG,Biological,N/A Calculation,Water,36.035292,-102.506255
3663,Z005411,3/27/91,39376,0.01,DDT SUM ANALOGS IN TISSUE WET WT BASIS (MG/KG),MG/KG,Biological,N/A Calculation,Water,36.035292,-102.506255
3675,Z005411,3/27/91,81644,0.03,"METHOXYCHLOR IN FISH TISSUE, (UG/G) WET WEIGHT",UG/G,Biological,N/A Calculation,Water,36.035292,-102.506255
3674,Z005411,3/27/91,81615,1,NUMBER OF SPECIES IN COMPOSITE TISSUE SAMPLE,NU,Other,N/A Calculation,Water,36.035292,-102.506255
3676,Z005411,3/27/91,81896,0.06,DDE TOTAL IN TISSUE WET WEIGHT (MG/KG),MG/KG,Biological,N/A Calculation,Water,36.035292,-102.506255
3672,Z005411,3/27/91,74995,59,"ANATOMICAL PART, USE EPA STORET NUMERIC CODE",NS,Other,N/A Calculation,Water,36.035292,-102.506255
3671,Z005411,3/27/91,74990,24,"FISH SPECIES, USE EPA STORET NUMERIC CODE",NS,Other,N/A Calculation,Water,36.035292,-102.506255
3670,Z005411,3/27/91,71940,0.2,"CADMIUM,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,36.035292,-102.506255
3669,Z005411,3/27/91,71939,0.4,"CHROMIUM,TOT IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,36.035292,-102.506255
3668,Z005411,3/27/91,71937,1.1,"COPPER,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,36.035292,-102.506255
1278,Z005412,3/27/91,665,3.36,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3666,Z005411,3/27/91,71930,0.04,"MERCURY,TOTAL IN FISH OR ANIMAL-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,36.035292,-102.506255
1870,Z005412,3/27/91,10,9.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1871,Z005413,3/27/91,10,9.6,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
3665,Z005411,3/27/91,39515,0.04,PCBS IN FISH TISSUE WET WT (MG/KG),MG/KG,Biological,N/A Calculation,Water,36.035292,-102.506255
3673,Z005411,3/27/91,81614,5,NUMBER OF INDIVIDUALS IN COMPOSITE TISSUE SAMPLE,NU,Other,N/A Calculation,Water,36.035292,-102.506255
3667,Z005411,3/27/91,71936,1,"LEAD,TOTAL IN FISH OR ANIMALS-WET WEIGHT BASIS",UG/G,Biological,N/A Calculation,Water,36.035292,-102.506255
3680,175,8/19/92,1062,50,"MOLYBDENUM, TOTAL (UG/L AS MO)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3681,175,8/19/92,1105,14200,"ALUMINUM, TOTAL (UG/L AS AL)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3550,X000194,8/19/92,630,0.22,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,36.035292,-102.506255
3581,X000194,8/19/92,615,0.15,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1872,X000194,8/19/92,10,21.1,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1002,X000194,8/19/92,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2393,X000194,8/19/92,400,9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
2597,X000194,8/19/92,70507,0.58,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1279,X000194,8/19/92,665,3.1,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2784,175,8/19/92,1147,20,"SELENIUM, TOTAL (UG/L AS SE)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2996,X000194,8/19/92,32218,884,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2700,X000194,8/19/92,680,56,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2764,175,8/19/92,1007,250,"BARIUM, TOTAL (UG/L AS BA)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2766,175,8/19/92,1027,1,"CADMIUM, TOTAL (UG/L AS CD)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2150,X000194,8/19/92,94,1247,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2768,175,8/19/92,1034,20,"CHROMIUM, TOTAL (UG/L AS CR)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1114,X000194,8/19/92,620,0.07,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2772,175,8/19/92,1045,10300,"IRON, TOTAL (UG/L AS FE)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2770,175,8/19/92,1042,14,"COPPER, TOTAL (UG/L AS CU)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2919,X000194,8/19/92,410,443,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1609,X000194,8/19/92,32211,327,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
574,X000194,8/19/92,300,5.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2774,175,8/19/92,1051,11.5,"LEAD, TOTAL (UG/L AS PB)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2776,175,8/19/92,1055,316,"MANGANESE, TOTAL (UG/L AS MN)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2778,175,8/19/92,1067,20,"NICKEL, TOTAL (UG/L AS NI)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2780,175,8/19/92,1077,10,"SILVER, TOTAL (UG/L AS AG)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
889,X000194,8/19/92,535,127,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
777,X000194,8/19/92,530,800,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2782,175,8/19/92,1092,53,"ZINC, TOTAL (UG/L AS ZN)",UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1506,X000194,8/19/92,945,1,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1393,X000194,8/19/92,940,128,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2701,3090,6/22/93,680,22,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2598,3090,6/22/93,70507,2.8,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1115,3090,6/22/93,620,0.05,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2394,339103,6/22/93,400,7.7,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3515,R010019,6/22/93,480,2,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water,36.035292,-102.506255
1507,3090,6/22/93,945,32,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3519,3090,6/22/93,625,7.76,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
576,R010019,6/22/93,300,2.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
575,339103,6/22/93,300,2.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1394,3090,6/22/93,940,40,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1610,3090,6/22/93,32211,1,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1873,339103,6/22/93,10,22.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
1874,R010019,6/22/93,10,22.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
890,3090,6/22/93,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2151,339103,6/22/93,94,597,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2152,R010019,6/22/93,94,597,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
778,3090,6/22/93,530,11,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3596,R010019,6/22/93,78,0.15,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water,36.035292,-102.506255
1280,3090,6/22/93,665,3.09,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3582,3090,6/22/93,615,0.07,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2395,R010019,6/22/93,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
2848,R010019,6/22/93,31616,20,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
3514,339103,6/22/93,480,2,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water,36.035292,-102.506255
2997,3090,6/22/93,32218,12.3,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3625,R010019,6/22/93,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,36.035292,-102.506255
1003,3090,6/22/93,610,5.72,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1876,R161069,6/6/94,10,27.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
3686,6521,6/6/94,927,34.5,"MAGNESIUM, TOTAL (MG/L AS MG)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1611,6521,6/6/94,32211,111,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3551,6521,6/6/94,630,0.05,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,36.035292,-102.506255
3687,6521,6/6/94,929,135,"SODIUM, TOTAL (MG/L AS NA)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3689,6521,6/6/94,950,1.5,"FLUORIDE, DISSOLVED (MG/L AS F)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1875,348425,6/6/94,10,27.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
3583,6521,6/6/94,615,0.03,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3685,6521,6/6/94,916,32.8,"CALCIUM, TOTAL (MG/L AS CA)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
891,6521,6/6/94,535,56,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
779,6521,6/6/94,530,86,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2153,348425,6/6/94,94,960,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2154,R161069,6/6/94,94,962,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
1281,6521,6/6/94,665,2.23,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3597,R161069,6/6/94,78,0.1,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water,36.035292,-102.506255
2998,6521,6/6/94,32218,131,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3684,6521,6/6/94,900,22.4,"HARDNESS, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3682,6521,6/6/94,415,70,"ALKALINITY, PHENOLPHTHALEIN (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2849,R161069,6/6/94,31616,7,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
2599,6521,6/6/94,70507,1.07,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1116,6521,6/6/94,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1508,6521,6/6/94,945,53,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3626,R161069,6/6/94,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,36.035292,-102.506255
2397,R161069,6/6/94,400,8.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3683,6521,6/6/94,440,237,BICARBONATE ION (MG/L AS HCO3),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
578,R161069,6/6/94,300,15.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3520,6521,6/6/94,625,7,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2396,348425,6/6/94,400,9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
1395,6521,6/6/94,940,111,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1004,6521,6/6/94,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3351,6521,6/6/94,70300,691,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
577,348425,6/6/94,300,13.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2702,6521,6/6/94,680,50,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3598,R161303,9/13/94,78,0.1,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water,36.035292,-102.506255
2398,R161303,9/13/94,400,8.96,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
3627,R161303,9/13/94,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,36.035292,-102.506255
1005,6540,9/13/94,610,0.38,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2850,R161303,9/13/94,31616,17,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
2155,R161303,9/13/94,94,1550,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
2999,6540,9/13/94,32218,3.03,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
892,6540,9/13/94,535,330,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1877,R161303,9/13/94,10,24.02,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
2600,6540,9/13/94,70507,1.4,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3352,6540,9/13/94,70300,912,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1396,6540,9/13/94,940,206,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3521,6540,9/13/94,625,24.3,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
579,R161303,9/13/94,300,11.01,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1509,6540,9/13/94,945,76,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3584,6540,9/13/94,615,0.6,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3516,R161303,9/13/94,480,0.3,SALINITY - PARTS PER THOUSAND,PPT,Water,N/A Calculation,Water,36.035292,-102.506255
1282,6540,9/13/94,665,2.06,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
780,6540,9/13/94,530,1220,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1612,6540,9/13/94,32211,802,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2703,6540,9/13/94,680,50,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2920,6540,9/13/94,410,594,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2156,R168091,12/19/94,94,1423,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
3628,R168091,12/19/94,72053,10,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,36.035292,-102.506255
2704,9848,12/19/94,680,47,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1283,9848,12/19/94,665,1.4,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
893,9848,12/19/94,535,84,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2851,R168091,12/19/94,31616,440,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
3000,9848,12/19/94,32218,0,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
781,9848,12/19/94,530,492,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1878,R168091,12/19/94,10,4.18,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
3599,R168091,12/19/94,78,0.1,"TRANSPARENCY, SECCHI DISC (METERS)",M,Water,N/A Calculation,Water,36.035292,-102.506255
1613,9848,12/19/94,32211,33.5,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3552,9848,12/19/94,630,2.13,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,36.035292,-102.506255
3522,9848,12/19/94,625,15.8,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2399,R168091,12/19/94,400,8.47,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,36.035292,-102.506255
2601,9848,12/19/94,70507,0.52,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1006,9848,12/19/94,610,4.24,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1397,9848,12/19/94,940,121,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
580,R168091,12/19/94,300,7.26,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1510,9848,12/19/94,945,131,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2921,9848,12/19/94,410,428,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3353,9848,12/19/94,70300,740,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2852,R168326,6/1/95,31616,7,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,36.035292,-102.506255
581,R168326,6/1/95,300,13.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1284,9871,6/1/95,665,2.35,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2157,R168326,6/1/95,94,966,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,36.035292,-102.506255
3354,9871,6/1/95,70300,922,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
2705,9871,6/1/95,680,27,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1398,9871,6/1/95,940,97,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
1879,R168326,6/1/95,10,24.19,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,36.035292,-102.506255
3553,9871,6/1/95,630,0.08,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,36.035292,-102.506255
3629,R168326,6/1/95,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,36.035292,-102.506255
1511,9871,6/1/95,945,37,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
3523,9871,6/1/95,625,6.34,"NITROGEN, KJELDAHL, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,36.035292,-102.506255
